date,PFE stock,isPartial
2017-03-01,82,False
2017-03-02,74,False
2017-03-03,100,False
2017-03-04,14,False
2017-03-05,10,False
2017-03-06,49,False
2017-03-07,72,False
2017-03-08,51,False
2017-03-09,69,False
2017-03-10,70,False
2017-03-11,14,False
2017-03-12,13,False
2017-03-13,68,False
2017-03-14,46,False
2017-03-15,73,False
2017-03-16,65,False
2017-03-17,64,False
2017-03-18,21,False
2017-03-19,17,False
2017-03-20,67,False
2017-03-21,52,False
2017-03-22,45,False
2017-03-23,40,False
2017-03-24,57,False
2017-03-25,36,False
2017-03-26,7,False
2017-03-27,73,False
2017-03-28,59,False
2017-03-29,64,False
2017-03-30,63,False
2017-03-31,35,False
