date,HAS stock,isPartial
2012-02-01,86,False
2012-02-02,76,False
2012-02-03,65,False
2012-02-04,84,False
2012-02-05,49,False
2012-02-06,100,False
2012-02-07,86,False
2012-02-08,79,False
2012-02-09,86,False
2012-02-10,65,False
2012-02-11,42,False
2012-02-12,60,False
2012-02-13,64,False
2012-02-14,83,False
2012-02-15,77,False
2012-02-16,66,False
2012-02-17,55,False
2012-02-18,50,False
2012-02-19,63,False
2012-02-20,64,False
2012-02-21,74,False
2012-02-22,86,False
2012-02-23,66,False
2012-02-24,72,False
2012-02-25,37,False
2012-02-26,82,False
2012-02-27,71,False
2012-02-28,64,False
2012-02-29,75,False
