date,FB stock,isPartial
2014-01-01,18,False
2014-01-02,30,False
2014-01-03,33,False
2014-01-04,14,False
2014-01-05,8,False
2014-01-06,32,False
2014-01-07,31,False
2014-01-08,29,False
2014-01-09,32,False
2014-01-10,36,False
2014-01-11,15,False
2014-01-12,10,False
2014-01-13,23,False
2014-01-14,31,False
2014-01-15,37,False
2014-01-16,36,False
2014-01-17,32,False
2014-01-18,14,False
2014-01-19,6,False
2014-01-20,13,False
2014-01-21,32,False
2014-01-22,36,False
2014-01-23,34,False
2014-01-24,30,False
2014-01-25,14,False
2014-01-26,11,False
2014-01-27,29,False
2014-01-28,37,False
2014-01-29,63,False
2014-01-30,100,False
2014-01-31,63,False
