date,ODP stock,isPartial
2013-11-01,37,False
2013-11-02,41,False
2013-11-03,0,False
2013-11-04,34,False
2013-11-05,33,False
2013-11-06,56,False
2013-11-07,51,False
2013-11-08,35,False
2013-11-09,40,False
2013-11-10,0,False
2013-11-11,0,False
2013-11-12,0,False
2013-11-13,50,False
2013-11-14,68,False
2013-11-15,35,False
2013-11-16,40,False
2013-11-17,39,False
2013-11-18,33,False
2013-11-19,55,False
2013-11-20,100,False
2013-11-21,34,False
2013-11-22,58,False
2013-11-23,0,False
2013-11-24,0,False
2013-11-25,49,False
2013-11-26,44,False
2013-11-27,33,False
2013-11-28,36,False
2013-11-29,48,False
2013-11-30,40,False
