date,ODP stock,isPartial
2015-06-01,0,False
2015-06-02,0,False
2015-06-03,0,False
2015-06-04,52,False
2015-06-05,0,False
2015-06-06,0,False
2015-06-07,0,False
2015-06-08,49,False
2015-06-09,49,False
2015-06-10,100,False
2015-06-11,0,False
2015-06-12,0,False
2015-06-13,0,False
2015-06-14,0,False
2015-06-15,0,False
2015-06-16,49,False
2015-06-17,50,False
2015-06-18,50,False
2015-06-19,0,False
2015-06-20,61,False
2015-06-21,0,False
2015-06-22,0,False
2015-06-23,0,False
2015-06-24,0,False
2015-06-25,0,False
2015-06-26,53,False
2015-06-27,0,False
2015-06-28,0,False
2015-06-29,0,False
2015-06-30,50,False
