date,TSLA stock,isPartial
2015-12-01,84,False
2015-12-02,100,False
2015-12-03,56,False
2015-12-04,68,False
2015-12-05,24,False
2015-12-06,12,False
2015-12-07,10,False
2015-12-08,76,False
2015-12-09,20,False
2015-12-10,51,False
2015-12-11,68,False
2015-12-12,41,False
2015-12-13,12,False
2015-12-14,69,False
2015-12-15,52,False
2015-12-16,68,False
2015-12-17,75,False
2015-12-18,39,False
2015-12-19,12,False
2015-12-20,6,False
2015-12-21,48,False
2015-12-22,81,False
2015-12-23,68,False
2015-12-24,84,False
2015-12-25,14,False
2015-12-26,19,False
2015-12-27,13,False
2015-12-28,50,False
2015-12-29,33,False
2015-12-30,45,False
2015-12-31,80,False
