date,EXPE stock,isPartial
2015-10-01,29,False
2015-10-02,30,False
2015-10-03,0,False
2015-10-04,0,False
2015-10-05,28,False
2015-10-06,28,False
2015-10-07,29,False
2015-10-08,29,False
2015-10-09,30,False
2015-10-10,0,False
2015-10-11,0,False
2015-10-12,59,False
2015-10-13,28,False
2015-10-14,28,False
2015-10-15,43,False
2015-10-16,29,False
2015-10-17,33,False
2015-10-18,0,False
2015-10-19,28,False
2015-10-20,28,False
2015-10-21,28,False
2015-10-22,28,False
2015-10-23,30,False
2015-10-24,33,False
2015-10-25,0,False
2015-10-26,0,False
2015-10-27,28,False
2015-10-28,28,False
2015-10-29,100,False
2015-10-30,90,False
2015-10-31,33,False
