date,PEP stock,isPartial
2014-07-01,31,False
2014-07-02,41,False
2014-07-03,35,False
2014-07-04,22,False
2014-07-05,25,False
2014-07-06,25,False
2014-07-07,30,False
2014-07-08,40,False
2014-07-09,54,False
2014-07-10,31,False
2014-07-11,53,False
2014-07-12,25,False
2014-07-13,24,False
2014-07-14,27,False
2014-07-15,30,False
2014-07-16,63,False
2014-07-17,21,False
2014-07-18,22,False
2014-07-19,100,False
2014-07-20,50,False
2014-07-21,27,False
2014-07-22,61,False
2014-07-23,63,False
2014-07-24,55,False
2014-07-25,58,False
2014-07-26,25,False
2014-07-27,0,False
2014-07-28,21,False
2014-07-29,31,False
2014-07-30,21,False
2014-07-31,72,False
