date,WDC stock,isPartial
2016-10-01,18,False
2016-10-02,9,False
2016-10-03,35,False
2016-10-04,35,False
2016-10-05,48,False
2016-10-06,36,False
2016-10-07,29,False
2016-10-08,27,False
2016-10-09,0,False
2016-10-10,32,False
2016-10-11,56,False
2016-10-12,28,False
2016-10-13,36,False
2016-10-14,50,False
2016-10-15,9,False
2016-10-16,9,False
2016-10-17,8,False
2016-10-18,39,False
2016-10-19,23,False
2016-10-20,16,False
2016-10-21,29,False
2016-10-22,9,False
2016-10-23,0,False
2016-10-24,31,False
2016-10-25,31,False
2016-10-26,71,False
2016-10-27,100,False
2016-10-28,67,False
2016-10-29,9,False
2016-10-30,9,False
2016-10-31,24,False
