date,ODP stock,isPartial
2018-02-01,0,False
2018-02-02,85,False
2018-02-03,46,False
2018-02-04,0,False
2018-02-05,40,False
2018-02-06,60,False
2018-02-07,81,False
2018-02-08,0,False
2018-02-09,84,False
2018-02-10,0,False
2018-02-11,46,False
2018-02-12,83,False
2018-02-13,0,False
2018-02-14,41,False
2018-02-15,82,False
2018-02-16,43,False
2018-02-17,0,False
2018-02-18,46,False
2018-02-19,41,False
2018-02-20,0,False
2018-02-21,40,False
2018-02-22,41,False
2018-02-23,84,False
2018-02-24,0,False
2018-02-25,0,False
2018-02-26,0,False
2018-02-27,40,False
2018-02-28,100,False
