date,ATVI stock,isPartial
2018-04-01,0,False
2018-04-02,61,False
2018-04-03,100,False
2018-04-04,47,False
2018-04-05,59,False
2018-04-06,55,False
2018-04-07,36,False
2018-04-08,12,False
2018-04-09,16,False
2018-04-10,68,False
2018-04-11,31,False
2018-04-12,53,False
2018-04-13,55,False
2018-04-14,18,False
2018-04-15,48,False
2018-04-16,21,False
2018-04-17,52,False
2018-04-18,64,False
2018-04-19,27,False
2018-04-20,83,False
2018-04-21,18,False
2018-04-22,12,False
2018-04-23,36,False
2018-04-24,47,False
2018-04-25,63,False
2018-04-26,79,False
2018-04-27,67,False
2018-04-28,12,False
2018-04-29,0,False
2018-04-30,27,False
