date,MSFT stock,isPartial
2016-09-01,61,False
2016-09-02,85,False
2016-09-03,16,False
2016-09-04,12,False
2016-09-05,23,False
2016-09-06,64,False
2016-09-07,52,False
2016-09-08,85,False
2016-09-09,85,False
2016-09-10,41,False
2016-09-11,8,False
2016-09-12,74,False
2016-09-13,67,False
2016-09-14,39,False
2016-09-15,70,False
2016-09-16,86,False
2016-09-17,18,False
2016-09-18,15,False
2016-09-19,41,False
2016-09-20,83,False
2016-09-21,100,False
2016-09-22,70,False
2016-09-23,60,False
2016-09-24,27,False
2016-09-25,10,False
2016-09-26,59,False
2016-09-27,65,False
2016-09-28,89,False
2016-09-29,64,False
2016-09-30,80,False
