date,NFLX stock,isPartial
2018-04-01,5,False
2018-04-02,28,False
2018-04-03,28,False
2018-04-04,32,False
2018-04-05,28,False
2018-04-06,27,False
2018-04-07,6,False
2018-04-08,3,False
2018-04-09,25,False
2018-04-10,30,False
2018-04-11,28,False
2018-04-12,30,False
2018-04-13,32,False
2018-04-14,10,False
2018-04-15,6,False
2018-04-16,75,False
2018-04-17,100,False
2018-04-18,46,False
2018-04-19,39,False
2018-04-20,30,False
2018-04-21,5,False
2018-04-22,3,False
2018-04-23,25,False
2018-04-24,33,False
2018-04-25,28,False
2018-04-26,32,False
2018-04-27,25,False
2018-04-28,4,False
2018-04-29,4,False
2018-04-30,30,False
