date,GS stock,isPartial
2016-02-01,50,False
2016-02-02,67,False
2016-02-03,50,False
2016-02-04,73,False
2016-02-05,53,False
2016-02-06,25,False
2016-02-07,19,False
2016-02-08,99,False
2016-02-09,64,False
2016-02-10,46,False
2016-02-11,81,False
2016-02-12,100,False
2016-02-13,29,False
2016-02-14,14,False
2016-02-15,44,False
2016-02-16,62,False
2016-02-17,42,False
2016-02-18,50,False
2016-02-19,60,False
2016-02-20,0,False
2016-02-21,14,False
2016-02-22,37,False
2016-02-23,61,False
2016-02-24,62,False
2016-02-25,67,False
2016-02-26,17,False
2016-02-27,22,False
2016-02-28,19,False
2016-02-29,28,False
