date,DIS stock,isPartial
2017-09-01,52,False
2017-09-02,5,False
2017-09-03,9,False
2017-09-04,4,False
2017-09-05,38,False
2017-09-06,45,False
2017-09-07,100,False
2017-09-08,89,False
2017-09-09,18,False
2017-09-10,13,False
2017-09-11,45,False
2017-09-12,53,False
2017-09-13,27,False
2017-09-14,42,False
2017-09-15,51,False
2017-09-16,9,False
2017-09-17,4,False
2017-09-18,38,False
2017-09-19,49,False
2017-09-20,65,False
2017-09-21,42,False
2017-09-22,28,False
2017-09-23,18,False
2017-09-24,9,False
2017-09-25,30,False
2017-09-26,41,False
2017-09-27,38,False
2017-09-28,15,False
2017-09-29,44,False
2017-09-30,18,False
