date,EA stock,isPartial
2014-08-01,35,False
2014-08-02,0,False
2014-08-03,0,False
2014-08-04,50,False
2014-08-05,100,False
2014-08-06,25,False
2014-08-07,48,False
2014-08-08,26,False
2014-08-09,20,False
2014-08-10,39,False
2014-08-11,50,False
2014-08-12,57,False
2014-08-13,49,False
2014-08-14,25,False
2014-08-15,0,False
2014-08-16,20,False
2014-08-17,0,False
2014-08-18,50,False
2014-08-19,49,False
2014-08-20,57,False
2014-08-21,74,False
2014-08-22,34,False
2014-08-23,19,False
2014-08-24,38,False
2014-08-25,24,False
2014-08-26,72,False
2014-08-27,24,False
2014-08-28,57,False
2014-08-29,76,False
2014-08-30,20,False
2014-08-31,38,False
