date,DIS stock,isPartial
2012-07-01,0,False
2012-07-02,25,False
2012-07-03,24,False
2012-07-04,0,False
2012-07-05,0,False
2012-07-06,26,False
2012-07-07,0,False
2012-07-08,30,False
2012-07-09,24,False
2012-07-10,24,False
2012-07-11,100,False
2012-07-12,0,False
2012-07-13,26,False
2012-07-14,0,False
2012-07-15,0,False
2012-07-16,25,False
2012-07-17,98,False
2012-07-18,25,False
2012-07-19,51,False
2012-07-20,0,False
2012-07-21,32,False
2012-07-22,62,False
2012-07-23,49,False
2012-07-24,37,False
2012-07-25,0,False
2012-07-26,25,False
2012-07-27,26,False
2012-07-28,0,False
2012-07-29,0,False
2012-07-30,24,False
2012-07-31,25,False
