date,MAT stock,isPartial
2013-11-01,36,False
2013-11-02,40,False
2013-11-03,0,False
2013-11-04,33,False
2013-11-05,65,False
2013-11-06,66,False
2013-11-07,0,False
2013-11-08,35,False
2013-11-09,0,False
2013-11-10,0,False
2013-11-11,33,False
2013-11-12,33,False
2013-11-13,65,False
2013-11-14,100,False
2013-11-15,0,False
2013-11-16,0,False
2013-11-17,0,False
2013-11-18,32,False
2013-11-19,49,False
2013-11-20,0,False
2013-11-21,99,False
2013-11-22,34,False
2013-11-23,0,False
2013-11-24,37,False
2013-11-25,32,False
2013-11-26,48,False
2013-11-27,33,False
2013-11-28,35,False
2013-11-29,70,False
2013-11-30,78,False
