date,FB stock,isPartial
2014-10-01,44,False
2014-10-02,28,False
2014-10-03,36,False
2014-10-04,10,False
2014-10-05,9,False
2014-10-06,26,False
2014-10-07,30,False
2014-10-08,35,False
2014-10-09,26,False
2014-10-10,35,False
2014-10-11,21,False
2014-10-12,6,False
2014-10-13,32,False
2014-10-14,35,False
2014-10-15,43,False
2014-10-16,28,False
2014-10-17,25,False
2014-10-18,19,False
2014-10-19,5,False
2014-10-20,33,False
2014-10-21,39,False
2014-10-22,35,False
2014-10-23,36,False
2014-10-24,42,False
2014-10-25,14,False
2014-10-26,12,False
2014-10-27,33,False
2014-10-28,97,False
2014-10-29,100,False
2014-10-30,74,False
2014-10-31,47,False
