date,TSLA stock,isPartial
2018-11-01,90,False
2018-11-02,100,False
2018-11-03,14,False
2018-11-04,10,False
2018-11-05,81,False
2018-11-06,68,False
2018-11-07,81,False
2018-11-08,98,False
2018-11-09,87,False
2018-11-10,27,False
2018-11-11,8,False
2018-11-12,69,False
2018-11-13,67,False
2018-11-14,66,False
2018-11-15,79,False
2018-11-16,54,False
2018-11-17,15,False
2018-11-18,8,False
2018-11-19,73,False
2018-11-20,82,False
2018-11-21,52,False
2018-11-22,20,False
2018-11-23,45,False
2018-11-24,15,False
2018-11-25,13,False
2018-11-26,77,False
2018-11-27,92,False
2018-11-28,69,False
2018-11-29,56,False
2018-11-30,72,False
