date,ODP stock,isPartial
2013-08-01,0,False
2013-08-02,0,False
2013-08-03,0,False
2013-08-04,0,False
2013-08-05,0,False
2013-08-06,52,False
2013-08-07,53,False
2013-08-08,54,False
2013-08-09,56,False
2013-08-10,0,False
2013-08-11,0,False
2013-08-12,0,False
2013-08-13,69,False
2013-08-14,52,False
2013-08-15,55,False
2013-08-16,55,False
2013-08-17,0,False
2013-08-18,0,False
2013-08-19,52,False
2013-08-20,52,False
2013-08-21,51,False
2013-08-22,52,False
2013-08-23,54,False
2013-08-24,0,False
2013-08-25,0,False
2013-08-26,100,False
2013-08-27,0,False
2013-08-28,51,False
2013-08-29,51,False
2013-08-30,0,False
2013-08-31,0,False
