date,HD stock,isPartial
2018-12-01,30,False
2018-12-02,26,False
2018-12-03,85,False
2018-12-04,84,False
2018-12-05,65,False
2018-12-06,93,False
2018-12-07,75,False
2018-12-08,51,False
2018-12-09,37,False
2018-12-10,78,False
2018-12-11,82,False
2018-12-12,78,False
2018-12-13,73,False
2018-12-14,74,False
2018-12-15,58,False
2018-12-16,33,False
2018-12-17,78,False
2018-12-18,70,False
2018-12-19,66,False
2018-12-20,81,False
2018-12-21,66,False
2018-12-22,32,False
2018-12-23,31,False
2018-12-24,74,False
2018-12-25,46,False
2018-12-26,99,False
2018-12-27,100,False
2018-12-28,94,False
2018-12-29,27,False
2018-12-30,34,False
2018-12-31,70,False
