date,MSFT stock,isPartial
2014-02-01,18,False
2014-02-02,13,False
2014-02-03,40,False
2014-02-04,100,False
2014-02-05,49,False
2014-02-06,42,False
2014-02-07,33,False
2014-02-08,21,False
2014-02-09,13,False
2014-02-10,36,False
2014-02-11,38,False
2014-02-12,43,False
2014-02-13,32,False
2014-02-14,41,False
2014-02-15,19,False
2014-02-16,11,False
2014-02-17,25,False
2014-02-18,35,False
2014-02-19,37,False
2014-02-20,32,False
2014-02-21,36,False
2014-02-22,16,False
2014-02-23,9,False
2014-02-24,35,False
2014-02-25,35,False
2014-02-26,32,False
2014-02-27,37,False
2014-02-28,38,False
