date,AMZN stock,isPartial
2013-12-01,22,False
2013-12-02,100,False
2013-12-03,55,False
2013-12-04,67,False
2013-12-05,39,False
2013-12-06,32,False
2013-12-07,10,False
2013-12-08,16,False
2013-12-09,47,False
2013-12-10,36,False
2013-12-11,48,False
2013-12-12,37,False
2013-12-13,33,False
2013-12-14,27,False
2013-12-15,13,False
2013-12-16,37,False
2013-12-17,63,False
2013-12-18,55,False
2013-12-19,53,False
2013-12-20,41,False
2013-12-21,49,False
2013-12-22,25,False
2013-12-23,63,False
2013-12-24,69,False
2013-12-25,34,False
2013-12-26,42,False
2013-12-27,66,False
2013-12-28,14,False
2013-12-29,17,False
2013-12-30,61,False
2013-12-31,58,False
