date,COST stock,isPartial
2017-01-01,41,False
2017-01-02,56,False
2017-01-03,66,False
2017-01-04,79,False
2017-01-05,76,False
2017-01-06,77,False
2017-01-07,33,False
2017-01-08,50,False
2017-01-09,64,False
2017-01-10,60,False
2017-01-11,79,False
2017-01-12,82,False
2017-01-13,76,False
2017-01-14,47,False
2017-01-15,52,False
2017-01-16,69,False
2017-01-17,79,False
2017-01-18,82,False
2017-01-19,98,False
2017-01-20,58,False
2017-01-21,57,False
2017-01-22,61,False
2017-01-23,86,False
2017-01-24,100,False
2017-01-25,91,False
2017-01-26,79,False
2017-01-27,73,False
2017-01-28,59,False
2017-01-29,68,False
2017-01-30,82,False
2017-01-31,95,False
