date,FB stock,isPartial
2012-06-01,100,False
2012-06-02,41,False
2012-06-03,22,False
2012-06-04,69,False
2012-06-05,84,False
2012-06-06,71,False
2012-06-07,61,False
2012-06-08,50,False
2012-06-09,21,False
2012-06-10,16,False
2012-06-11,40,False
2012-06-12,52,False
2012-06-13,36,False
2012-06-14,32,False
2012-06-15,38,False
2012-06-16,15,False
2012-06-17,9,False
2012-06-18,38,False
2012-06-19,41,False
2012-06-20,37,False
2012-06-21,33,False
2012-06-22,29,False
2012-06-23,12,False
2012-06-24,11,False
2012-06-25,31,False
2012-06-26,32,False
2012-06-27,24,False
2012-06-28,35,False
2012-06-29,30,False
2012-06-30,13,False
