date,SIRI stock,isPartial
2016-08-01,87,False
2016-08-02,100,False
2016-08-03,51,False
2016-08-04,68,False
2016-08-05,58,False
2016-08-06,19,False
2016-08-07,12,False
2016-08-08,69,False
2016-08-09,67,False
2016-08-10,70,False
2016-08-11,61,False
2016-08-12,33,False
2016-08-13,37,False
2016-08-14,0,False
2016-08-15,70,False
2016-08-16,32,False
2016-08-17,54,False
2016-08-18,58,False
2016-08-19,55,False
2016-08-20,12,False
2016-08-21,18,False
2016-08-22,70,False
2016-08-23,39,False
2016-08-24,62,False
2016-08-25,57,False
2016-08-26,49,False
2016-08-27,23,False
2016-08-28,12,False
2016-08-29,46,False
2016-08-30,46,False
2016-08-31,63,False
