date,FB stock,isPartial
2014-03-01,26,False
2014-03-02,17,False
2014-03-03,59,False
2014-03-04,78,False
2014-03-05,75,False
2014-03-06,70,False
2014-03-07,73,False
2014-03-08,20,False
2014-03-09,15,False
2014-03-10,75,False
2014-03-11,79,False
2014-03-12,76,False
2014-03-13,69,False
2014-03-14,70,False
2014-03-15,23,False
2014-03-16,13,False
2014-03-17,51,False
2014-03-18,56,False
2014-03-19,57,False
2014-03-20,59,False
2014-03-21,59,False
2014-03-22,9,False
2014-03-23,10,False
2014-03-24,70,False
2014-03-25,70,False
2014-03-26,96,False
2014-03-27,100,False
2014-03-28,69,False
2014-03-29,26,False
2014-03-30,19,False
2014-03-31,59,False
