date,BA stock,isPartial
2013-08-01,80,False
2013-08-02,67,False
2013-08-03,51,False
2013-08-04,29,False
2013-08-05,53,False
2013-08-06,63,False
2013-08-07,58,False
2013-08-08,54,False
2013-08-09,56,False
2013-08-10,19,False
2013-08-11,19,False
2013-08-12,52,False
2013-08-13,68,False
2013-08-14,37,False
2013-08-15,100,False
2013-08-16,56,False
2013-08-17,38,False
2013-08-18,19,False
2013-08-19,42,False
2013-08-20,51,False
2013-08-21,46,False
2013-08-22,58,False
2013-08-23,65,False
2013-08-24,25,False
2013-08-25,18,False
2013-08-26,65,False
2013-08-27,50,False
2013-08-28,40,False
2013-08-29,61,False
2013-08-30,58,False
2013-08-31,28,False
