date,INTC stock,isPartial
2014-09-01,10,False
2014-09-02,20,False
2014-09-03,10,False
2014-09-04,41,False
2014-09-05,64,False
2014-09-06,25,False
2014-09-07,36,False
2014-09-08,50,False
2014-09-09,30,False
2014-09-10,40,False
2014-09-11,50,False
2014-09-12,85,False
2014-09-13,0,False
2014-09-14,24,False
2014-09-15,50,False
2014-09-16,50,False
2014-09-17,100,False
2014-09-18,61,False
2014-09-19,42,False
2014-09-20,24,False
2014-09-21,12,False
2014-09-22,40,False
2014-09-23,60,False
2014-09-24,10,False
2014-09-25,61,False
2014-09-26,11,False
2014-09-27,0,False
2014-09-28,0,False
2014-09-29,50,False
2014-09-30,50,False
