date,AMZN stock,isPartial
2013-08-01,56,False
2013-08-02,29,False
2013-08-03,51,False
2013-08-04,0,False
2013-08-05,82,False
2013-08-06,83,False
2013-08-07,84,False
2013-08-08,100,False
2013-08-09,44,False
2013-08-10,34,False
2013-08-11,0,False
2013-08-12,69,False
2013-08-13,83,False
2013-08-14,28,False
2013-08-15,73,False
2013-08-16,73,False
2013-08-17,51,False
2013-08-18,17,False
2013-08-19,55,False
2013-08-20,40,False
2013-08-21,95,False
2013-08-22,83,False
2013-08-23,43,False
2013-08-24,65,False
2013-08-25,16,False
2013-08-26,27,False
2013-08-27,79,False
2013-08-28,66,False
2013-08-29,40,False
2013-08-30,14,False
2013-08-31,32,False
