date,SIRI stock,isPartial
2017-08-01,72,False
2017-08-02,85,False
2017-08-03,61,False
2017-08-04,81,False
2017-08-05,38,False
2017-08-06,19,False
2017-08-07,100,False
2017-08-08,70,False
2017-08-09,40,False
2017-08-10,79,False
2017-08-11,86,False
2017-08-12,24,False
2017-08-13,19,False
2017-08-14,54,False
2017-08-15,63,False
2017-08-16,70,False
2017-08-17,95,False
2017-08-18,80,False
2017-08-19,14,False
2017-08-20,9,False
2017-08-21,52,False
2017-08-22,68,False
2017-08-23,57,False
2017-08-24,58,False
2017-08-25,52,False
2017-08-26,28,False
2017-08-27,14,False
2017-08-28,61,False
2017-08-29,56,False
2017-08-30,57,False
2017-08-31,90,False
