date,EXPE stock,isPartial
2017-10-01,0,False
2017-10-02,18,False
2017-10-03,26,False
2017-10-04,0,False
2017-10-05,18,False
2017-10-06,18,False
2017-10-07,41,False
2017-10-08,0,False
2017-10-09,18,False
2017-10-10,17,False
2017-10-11,18,False
2017-10-12,0,False
2017-10-13,18,False
2017-10-14,21,False
2017-10-15,0,False
2017-10-16,18,False
2017-10-17,26,False
2017-10-18,35,False
2017-10-19,18,False
2017-10-20,0,False
2017-10-21,20,False
2017-10-22,19,False
2017-10-23,34,False
2017-10-24,17,False
2017-10-25,35,False
2017-10-26,44,False
2017-10-27,100,False
2017-10-28,71,False
2017-10-29,0,False
2017-10-30,86,False
2017-10-31,44,False
