date,GILD stock,isPartial
2016-04-01,43,False
2016-04-02,10,False
2016-04-03,7,False
2016-04-04,39,False
2016-04-05,31,False
2016-04-06,29,False
2016-04-07,42,False
2016-04-08,35,False
2016-04-09,7,False
2016-04-10,5,False
2016-04-11,35,False
2016-04-12,21,False
2016-04-13,23,False
2016-04-14,23,False
2016-04-15,20,False
2016-04-16,0,False
2016-04-17,14,False
2016-04-18,27,False
2016-04-19,29,False
2016-04-20,42,False
2016-04-21,36,False
2016-04-22,35,False
2016-04-23,10,False
2016-04-24,10,False
2016-04-25,29,False
2016-04-26,31,False
2016-04-27,42,False
2016-04-28,100,False
2016-04-29,88,False
2016-04-30,5,False
