date,TSLA stock,isPartial
2012-08-01,34,False
2012-08-02,33,False
2012-08-03,53,False
2012-08-04,0,False
2012-08-05,41,False
2012-08-06,83,False
2012-08-07,67,False
2012-08-08,33,False
2012-08-09,0,False
2012-08-10,35,False
2012-08-11,0,False
2012-08-12,83,False
2012-08-13,100,False
2012-08-14,50,False
2012-08-15,0,False
2012-08-16,68,False
2012-08-17,35,False
2012-08-18,42,False
2012-08-19,85,False
2012-08-20,34,False
2012-08-21,0,False
2012-08-22,33,False
2012-08-23,33,False
2012-08-24,35,False
2012-08-25,0,False
2012-08-26,39,False
2012-08-27,64,False
2012-08-28,0,False
2012-08-29,65,False
2012-08-30,0,False
2012-08-31,34,False
