date,EBAY stock,isPartial
2017-02-01,68,False
2017-02-02,93,False
2017-02-03,56,False
2017-02-04,52,False
2017-02-05,56,False
2017-02-06,84,False
2017-02-07,96,False
2017-02-08,78,False
2017-02-09,66,False
2017-02-10,93,False
2017-02-11,48,False
2017-02-12,53,False
2017-02-13,82,False
2017-02-14,75,False
2017-02-15,84,False
2017-02-16,92,False
2017-02-17,69,False
2017-02-18,42,False
2017-02-19,61,False
2017-02-20,61,False
2017-02-21,85,False
2017-02-22,74,False
2017-02-23,64,False
2017-02-24,86,False
2017-02-25,64,False
2017-02-26,71,False
2017-02-27,61,False
2017-02-28,100,False
