date,AAPL stock,isPartial
2016-06-01,43,False
2016-06-02,49,False
2016-06-03,43,False
2016-06-04,9,False
2016-06-05,6,False
2016-06-06,37,False
2016-06-07,48,False
2016-06-08,53,False
2016-06-09,42,False
2016-06-10,40,False
2016-06-11,9,False
2016-06-12,9,False
2016-06-13,42,False
2016-06-14,51,False
2016-06-15,37,False
2016-06-16,49,False
2016-06-17,43,False
2016-06-18,17,False
2016-06-19,7,False
2016-06-20,45,False
2016-06-21,37,False
2016-06-22,36,False
2016-06-23,46,False
2016-06-24,100,False
2016-06-25,10,False
2016-06-26,7,False
2016-06-27,65,False
2016-06-28,64,False
2016-06-29,58,False
2016-06-30,59,False
