date,BA stock,isPartial
2013-06-01,46,False
2013-06-02,15,False
2013-06-03,50,False
2013-06-04,32,False
2013-06-05,50,False
2013-06-06,51,False
2013-06-07,20,False
2013-06-08,23,False
2013-06-09,15,False
2013-06-10,31,False
2013-06-11,68,False
2013-06-12,51,False
2013-06-13,45,False
2013-06-14,40,False
2013-06-15,16,False
2013-06-16,16,False
2013-06-17,38,False
2013-06-18,51,False
2013-06-19,64,False
2013-06-20,45,False
2013-06-21,68,False
2013-06-22,23,False
2013-06-23,15,False
2013-06-24,44,False
2013-06-25,100,False
2013-06-26,38,False
2013-06-27,45,False
2013-06-28,47,False
2013-06-29,16,False
2013-06-30,0,False
