date,MU stock,isPartial
2018-01-01,11,False
2018-01-02,72,False
2018-01-03,98,False
2018-01-04,91,False
2018-01-05,92,False
2018-01-06,17,False
2018-01-07,15,False
2018-01-08,79,False
2018-01-09,97,False
2018-01-10,100,False
2018-01-11,84,False
2018-01-12,80,False
2018-01-13,20,False
2018-01-14,15,False
2018-01-15,37,False
2018-01-16,61,False
2018-01-17,63,False
2018-01-18,68,False
2018-01-19,59,False
2018-01-20,18,False
2018-01-21,15,False
2018-01-22,61,False
2018-01-23,89,False
2018-01-24,65,False
2018-01-25,76,False
2018-01-26,61,False
2018-01-27,17,False
2018-01-28,7,False
2018-01-29,58,False
2018-01-30,55,False
2018-01-31,67,False
