date,SYMC stock,isPartial
2019-02-01,100,False
2019-02-02,21,False
2019-02-03,14,False
2019-02-04,43,False
2019-02-05,45,False
2019-02-06,44,False
2019-02-07,18,False
2019-02-08,12,False
2019-02-09,27,False
2019-02-10,14,False
2019-02-11,24,False
2019-02-12,40,False
2019-02-13,20,False
2019-02-14,33,False
2019-02-15,29,False
2019-02-16,28,False
2019-02-17,14,False
2019-02-18,24,False
2019-02-19,40,False
2019-02-20,32,False
2019-02-21,36,False
2019-02-22,12,False
2019-02-23,14,False
2019-02-24,14,False
2019-02-25,24,False
2019-02-26,30,False
2019-02-27,27,False
2019-02-28,12,False
