date,GS stock,isPartial
2018-05-01,59,False
2018-05-02,80,False
2018-05-03,51,False
2018-05-04,79,False
2018-05-05,14,False
2018-05-06,8,False
2018-05-07,44,False
2018-05-08,46,False
2018-05-09,41,False
2018-05-10,82,False
2018-05-11,51,False
2018-05-12,22,False
2018-05-13,8,False
2018-05-14,46,False
2018-05-15,44,False
2018-05-16,46,False
2018-05-17,30,False
2018-05-18,54,False
2018-05-19,14,False
2018-05-20,13,False
2018-05-21,42,False
2018-05-22,39,False
2018-05-23,49,False
2018-05-24,45,False
2018-05-25,47,False
2018-05-26,14,False
2018-05-27,9,False
2018-05-28,8,False
2018-05-29,80,False
2018-05-30,100,False
2018-05-31,53,False
