date,WMT stock,isPartial
2013-06-01,46,False
2013-06-02,30,False
2013-06-03,25,False
2013-06-04,88,False
2013-06-05,100,False
2013-06-06,63,False
2013-06-07,78,False
2013-06-08,31,False
2013-06-09,60,False
2013-06-10,37,False
2013-06-11,74,False
2013-06-12,50,False
2013-06-13,63,False
2013-06-14,80,False
2013-06-15,0,False
2013-06-16,0,False
2013-06-17,37,False
2013-06-18,63,False
2013-06-19,38,False
2013-06-20,63,False
2013-06-21,27,False
2013-06-22,47,False
2013-06-23,30,False
2013-06-24,50,False
2013-06-25,37,False
2013-06-26,38,False
2013-06-27,25,False
2013-06-28,53,False
2013-06-29,0,False
2013-06-30,47,False
