date,GOOG stock,isPartial
2013-12-01,23,False
2013-12-02,49,False
2013-12-03,64,False
2013-12-04,54,False
2013-12-05,78,False
2013-12-06,64,False
2013-12-07,36,False
2013-12-08,48,False
2013-12-09,100,False
2013-12-10,74,False
2013-12-11,47,False
2013-12-12,66,False
2013-12-13,69,False
2013-12-14,4,False
2013-12-15,16,False
2013-12-16,41,False
2013-12-17,52,False
2013-12-18,64,False
2013-12-19,61,False
2013-12-20,64,False
2013-12-21,59,False
2013-12-22,55,False
2013-12-23,72,False
2013-12-24,97,False
2013-12-25,56,False
2013-12-26,74,False
2013-12-27,49,False
2013-12-28,45,False
2013-12-29,29,False
2013-12-30,78,False
2013-12-31,54,False
