date,DIS stock,isPartial
2013-08-01,0,False
2013-08-02,29,False
2013-08-03,17,False
2013-08-04,34,False
2013-08-05,56,False
2013-08-06,70,False
2013-08-07,98,False
2013-08-08,100,False
2013-08-09,73,False
2013-08-10,0,False
2013-08-11,0,False
2013-08-12,0,False
2013-08-13,41,False
2013-08-14,42,False
2013-08-15,15,False
2013-08-16,29,False
2013-08-17,17,False
2013-08-18,33,False
2013-08-19,54,False
2013-08-20,14,False
2013-08-21,81,False
2013-08-22,14,False
2013-08-23,28,False
2013-08-24,33,False
2013-08-25,0,False
2013-08-26,26,False
2013-08-27,13,False
2013-08-28,53,False
2013-08-29,27,False
2013-08-30,0,False
2013-08-31,16,False
