date,MAT stock,isPartial
2013-12-01,44,False
2013-12-02,76,False
2013-12-03,78,False
2013-12-04,0,False
2013-12-05,40,False
2013-12-06,0,False
2013-12-07,47,False
2013-12-08,0,False
2013-12-09,65,False
2013-12-10,39,False
2013-12-11,40,False
2013-12-12,0,False
2013-12-13,42,False
2013-12-14,0,False
2013-12-15,48,False
2013-12-16,40,False
2013-12-17,61,False
2013-12-18,40,False
2013-12-19,42,False
2013-12-20,44,False
2013-12-21,49,False
2013-12-22,100,False
2013-12-23,45,False
2013-12-24,49,False
2013-12-25,54,False
2013-12-26,46,False
2013-12-27,44,False
2013-12-28,65,False
2013-12-29,48,False
2013-12-30,43,False
2013-12-31,48,False
