date,AMZN stock,isPartial
2018-03-01,39,False
2018-03-02,46,False
2018-03-03,12,False
2018-03-04,6,False
2018-03-05,40,False
2018-03-06,38,False
2018-03-07,49,False
2018-03-08,44,False
2018-03-09,46,False
2018-03-10,13,False
2018-03-11,8,False
2018-03-12,38,False
2018-03-13,45,False
2018-03-14,38,False
2018-03-15,41,False
2018-03-16,38,False
2018-03-17,8,False
2018-03-18,6,False
2018-03-19,41,False
2018-03-20,48,False
2018-03-21,45,False
2018-03-22,46,False
2018-03-23,48,False
2018-03-24,11,False
2018-03-25,6,False
2018-03-26,47,False
2018-03-27,52,False
2018-03-28,97,False
2018-03-29,100,False
2018-03-30,31,False
2018-03-31,9,False
