date,FB stock,isPartial
2017-07-01,3,False
2017-07-02,3,False
2017-07-03,18,False
2017-07-04,7,False
2017-07-05,20,False
2017-07-06,19,False
2017-07-07,21,False
2017-07-08,5,False
2017-07-09,4,False
2017-07-10,21,False
2017-07-11,18,False
2017-07-12,27,False
2017-07-13,30,False
2017-07-14,26,False
2017-07-15,9,False
2017-07-16,6,False
2017-07-17,21,False
2017-07-18,32,False
2017-07-19,36,False
2017-07-20,32,False
2017-07-21,29,False
2017-07-22,8,False
2017-07-23,5,False
2017-07-24,31,False
2017-07-25,38,False
2017-07-26,79,False
2017-07-27,100,False
2017-07-28,47,False
2017-07-29,13,False
2017-07-30,8,False
2017-07-31,36,False
