date,SIRI stock,isPartial
2014-01-01,31,False
2014-01-02,60,False
2014-01-03,60,False
2014-01-04,42,False
2014-01-05,10,False
2014-01-06,84,False
2014-01-07,100,False
2014-01-08,73,False
2014-01-09,74,False
2014-01-10,80,False
2014-01-11,10,False
2014-01-12,17,False
2014-01-13,55,False
2014-01-14,75,False
2014-01-15,76,False
2014-01-16,50,False
2014-01-17,45,False
2014-01-18,10,False
2014-01-19,13,False
2014-01-20,29,False
2014-01-21,55,False
2014-01-22,29,False
2014-01-23,78,False
2014-01-24,45,False
2014-01-25,27,False
2014-01-26,14,False
2014-01-27,43,False
2014-01-28,48,False
2014-01-29,49,False
2014-01-30,35,False
2014-01-31,42,False
