date,CTSH stock,isPartial
2013-05-01,52,False
2013-05-02,73,False
2013-05-03,51,False
2013-05-04,57,False
2013-05-05,0,False
2013-05-06,48,False
2013-05-07,47,False
2013-05-08,48,False
2013-05-09,74,False
2013-05-10,76,False
2013-05-11,0,False
2013-05-12,57,False
2013-05-13,47,False
2013-05-14,78,False
2013-05-15,47,False
2013-05-16,47,False
2013-05-17,100,False
2013-05-18,57,False
2013-05-19,0,False
2013-05-20,0,False
2013-05-21,93,False
2013-05-22,0,False
2013-05-23,94,False
2013-05-24,49,False
2013-05-25,57,False
2013-05-26,0,False
2013-05-27,97,False
2013-05-28,46,False
2013-05-29,46,False
2013-05-30,48,False
2013-05-31,50,False
