date,TSLA stock,isPartial
2015-06-01,52,False
2015-06-02,50,False
2015-06-03,43,False
2015-06-04,65,False
2015-06-05,61,False
2015-06-06,26,False
2015-06-07,6,False
2015-06-08,71,False
2015-06-09,78,False
2015-06-10,50,False
2015-06-11,46,False
2015-06-12,53,False
2015-06-13,17,False
2015-06-14,14,False
2015-06-15,52,False
2015-06-16,49,False
2015-06-17,48,False
2015-06-18,100,False
2015-06-19,51,False
2015-06-20,14,False
2015-06-21,9,False
2015-06-22,72,False
2015-06-23,83,False
2015-06-24,60,False
2015-06-25,63,False
2015-06-26,56,False
2015-06-27,17,False
2015-06-28,12,False
2015-06-29,60,False
2015-06-30,60,False
