date,PFE stock,isPartial
2015-12-01,60,False
2015-12-02,69,False
2015-12-03,100,False
2015-12-04,43,False
2015-12-05,10,False
2015-12-06,10,False
2015-12-07,49,False
2015-12-08,33,False
2015-12-09,25,False
2015-12-10,37,False
2015-12-11,51,False
2015-12-12,24,False
2015-12-13,0,False
2015-12-14,20,False
2015-12-15,21,False
2015-12-16,34,False
2015-12-17,61,False
2015-12-18,18,False
2015-12-19,10,False
2015-12-20,0,False
2015-12-21,26,False
2015-12-22,53,False
2015-12-23,51,False
2015-12-24,42,False
2015-12-25,23,False
2015-12-26,10,False
2015-12-27,0,False
2015-12-28,31,False
2015-12-29,54,False
2015-12-30,28,False
2015-12-31,30,False
