date,GILD stock,isPartial
2013-12-01,0,False
2013-12-02,42,False
2013-12-03,56,False
2013-12-04,21,False
2013-12-05,65,False
2013-12-06,53,False
2013-12-07,43,False
2013-12-08,26,False
2013-12-09,71,False
2013-12-10,86,False
2013-12-11,80,False
2013-12-12,74,False
2013-12-13,31,False
2013-12-14,26,False
2013-12-15,26,False
2013-12-16,37,False
2013-12-17,82,False
2013-12-18,15,False
2013-12-19,38,False
2013-12-20,64,False
2013-12-21,18,False
2013-12-22,27,False
2013-12-23,16,False
2013-12-24,35,False
2013-12-25,20,False
2013-12-26,100,False
2013-12-27,24,False
2013-12-28,18,False
2013-12-29,17,False
2013-12-30,47,False
2013-12-31,27,False
