date,MSFT stock,isPartial
2015-08-01,11,False
2015-08-02,11,False
2015-08-03,37,False
2015-08-04,38,False
2015-08-05,37,False
2015-08-06,38,False
2015-08-07,39,False
2015-08-08,17,False
2015-08-09,17,False
2015-08-10,35,False
2015-08-11,51,False
2015-08-12,29,False
2015-08-13,40,False
2015-08-14,22,False
2015-08-15,20,False
2015-08-16,12,False
2015-08-17,37,False
2015-08-18,22,False
2015-08-19,28,False
2015-08-20,25,False
2015-08-21,73,False
2015-08-22,22,False
2015-08-23,14,False
2015-08-24,89,False
2015-08-25,100,False
2015-08-26,67,False
2015-08-27,71,False
2015-08-28,36,False
2015-08-29,12,False
2015-08-30,8,False
2015-08-31,31,False
