date,PHG stock,isPartial
2015-01-01,100,False
2015-01-02,0,False
2015-01-03,0,False
2015-01-04,0,False
2015-01-05,78,False
2015-01-06,0,False
2015-01-07,0,False
2015-01-08,0,False
2015-01-09,0,False
2015-01-10,0,False
2015-01-11,0,False
2015-01-12,0,False
2015-01-13,0,False
2015-01-14,75,False
2015-01-15,77,False
2015-01-16,77,False
2015-01-17,0,False
2015-01-18,0,False
2015-01-19,0,False
2015-01-20,0,False
2015-01-21,74,False
2015-01-22,74,False
2015-01-23,0,False
2015-01-24,0,False
2015-01-25,0,False
2015-01-26,73,False
2015-01-27,73,False
2015-01-28,74,False
2015-01-29,75,False
2015-01-30,0,False
2015-01-31,88,False
