date,KO stock,isPartial
2014-10-01,32,False
2014-10-02,40,False
2014-10-03,41,False
2014-10-04,16,False
2014-10-05,15,False
2014-10-06,19,False
2014-10-07,38,False
2014-10-08,51,False
2014-10-09,51,False
2014-10-10,67,False
2014-10-11,30,False
2014-10-12,15,False
2014-10-13,38,False
2014-10-14,50,False
2014-10-15,31,False
2014-10-16,25,False
2014-10-17,53,False
2014-10-18,0,False
2014-10-19,15,False
2014-10-20,63,False
2014-10-21,100,False
2014-10-22,95,False
2014-10-23,64,False
2014-10-24,20,False
2014-10-25,15,False
2014-10-26,0,False
2014-10-27,18,False
2014-10-28,25,False
2014-10-29,19,False
2014-10-30,39,False
2014-10-31,13,False
