date,BA stock,isPartial
2015-04-01,55,False
2015-04-02,53,False
2015-04-03,24,False
2015-04-04,52,False
2015-04-05,40,False
2015-04-06,30,False
2015-04-07,39,False
2015-04-08,61,False
2015-04-09,61,False
2015-04-10,23,False
2015-04-11,30,False
2015-04-12,13,False
2015-04-13,46,False
2015-04-14,46,False
2015-04-15,61,False
2015-04-16,39,False
2015-04-17,30,False
2015-04-18,30,False
2015-04-19,42,False
2015-04-20,53,False
2015-04-21,75,False
2015-04-22,100,False
2015-04-23,58,False
2015-04-24,67,False
2015-04-25,30,False
2015-04-26,38,False
2015-04-27,53,False
2015-04-28,32,False
2015-04-29,43,False
2015-04-30,66,False
