date,TSLA stock,isPartial
2017-07-01,9,False
2017-07-02,6,False
2017-07-03,63,False
2017-07-04,25,False
2017-07-05,63,False
2017-07-06,100,False
2017-07-07,81,False
2017-07-08,18,False
2017-07-09,9,False
2017-07-10,60,False
2017-07-11,56,False
2017-07-12,60,False
2017-07-13,48,False
2017-07-14,34,False
2017-07-15,14,False
2017-07-16,7,False
2017-07-17,49,False
2017-07-18,50,False
2017-07-19,43,False
2017-07-20,44,False
2017-07-21,34,False
2017-07-22,13,False
2017-07-23,8,False
2017-07-24,44,False
2017-07-25,36,False
2017-07-26,48,False
2017-07-27,50,False
2017-07-28,36,False
2017-07-29,19,False
2017-07-30,15,False
2017-07-31,48,False
