date,GS stock,isPartial
2017-07-01,4,False
2017-07-02,4,False
2017-07-03,13,False
2017-07-04,8,False
2017-07-05,28,False
2017-07-06,21,False
2017-07-07,14,False
2017-07-08,11,False
2017-07-09,0,False
2017-07-10,31,False
2017-07-11,15,False
2017-07-12,22,False
2017-07-13,23,False
2017-07-14,23,False
2017-07-15,11,False
2017-07-16,4,False
2017-07-17,17,False
2017-07-18,100,False
2017-07-19,42,False
2017-07-20,28,False
2017-07-21,15,False
2017-07-22,9,False
2017-07-23,6,False
2017-07-24,25,False
2017-07-25,9,False
2017-07-26,14,False
2017-07-27,13,False
2017-07-28,23,False
2017-07-29,26,False
2017-07-30,6,False
2017-07-31,7,False
