date,PHG stock,isPartial
2013-08-01,0,False
2013-08-02,45,False
2013-08-03,0,False
2013-08-04,0,False
2013-08-05,0,False
2013-08-06,43,False
2013-08-07,0,False
2013-08-08,0,False
2013-08-09,45,False
2013-08-10,53,False
2013-08-11,0,False
2013-08-12,0,False
2013-08-13,42,False
2013-08-14,0,False
2013-08-15,45,False
2013-08-16,0,False
2013-08-17,0,False
2013-08-18,0,False
2013-08-19,43,False
2013-08-20,63,False
2013-08-21,42,False
2013-08-22,43,False
2013-08-23,44,False
2013-08-24,51,False
2013-08-25,100,False
2013-08-26,41,False
2013-08-27,40,False
2013-08-28,41,False
2013-08-29,42,False
2013-08-30,0,False
2013-08-31,0,False
