date,MRVL stock,isPartial
2017-06-01,34,False
2017-06-02,36,False
2017-06-03,39,False
2017-06-04,19,False
2017-06-05,100,False
2017-06-06,16,False
2017-06-07,33,False
2017-06-08,33,False
2017-06-09,34,False
2017-06-10,20,False
2017-06-11,0,False
2017-06-12,24,False
2017-06-13,48,False
2017-06-14,33,False
2017-06-15,25,False
2017-06-16,52,False
2017-06-17,0,False
2017-06-18,0,False
2017-06-19,25,False
2017-06-20,48,False
2017-06-21,40,False
2017-06-22,32,False
2017-06-23,17,False
2017-06-24,0,False
2017-06-25,0,False
2017-06-26,17,False
2017-06-27,34,False
2017-06-28,17,False
2017-06-29,52,False
2017-06-30,18,False
