date,AAPL stock,isPartial
2013-09-01,7,False
2013-09-02,11,False
2013-09-03,43,False
2013-09-04,38,False
2013-09-05,30,False
2013-09-06,38,False
2013-09-07,15,False
2013-09-08,11,False
2013-09-09,43,False
2013-09-10,87,False
2013-09-11,100,False
2013-09-12,69,False
2013-09-13,60,False
2013-09-14,26,False
2013-09-15,16,False
2013-09-16,53,False
2013-09-17,52,False
2013-09-18,54,False
2013-09-19,56,False
2013-09-20,53,False
2013-09-21,13,False
2013-09-22,15,False
2013-09-23,72,False
2013-09-24,46,False
2013-09-25,41,False
2013-09-26,36,False
2013-09-27,43,False
2013-09-28,11,False
2013-09-29,9,False
2013-09-30,31,False
