date,MAT stock,isPartial
2012-03-01,86,False
2012-03-02,45,False
2012-03-03,0,False
2012-03-04,51,False
2012-03-05,0,False
2012-03-06,41,False
2012-03-07,54,False
2012-03-08,42,False
2012-03-09,0,False
2012-03-10,49,False
2012-03-11,49,False
2012-03-12,61,False
2012-03-13,55,False
2012-03-14,41,False
2012-03-15,41,False
2012-03-16,0,False
2012-03-17,50,False
2012-03-18,50,False
2012-03-19,41,False
2012-03-20,41,False
2012-03-21,0,False
2012-03-22,41,False
2012-03-23,44,False
2012-03-24,77,False
2012-03-25,0,False
2012-03-26,41,False
2012-03-27,41,False
2012-03-28,41,False
2012-03-29,84,False
2012-03-30,44,False
2012-03-31,100,False
