date,MSFT stock,isPartial
2013-06-01,23,False
2013-06-02,17,False
2013-06-03,60,False
2013-06-04,52,False
2013-06-05,48,False
2013-06-06,47,False
2013-06-07,51,False
2013-06-08,36,False
2013-06-09,23,False
2013-06-10,53,False
2013-06-11,100,False
2013-06-12,78,False
2013-06-13,65,False
2013-06-14,49,False
2013-06-15,18,False
2013-06-16,15,False
2013-06-17,54,False
2013-06-18,48,False
2013-06-19,52,False
2013-06-20,64,False
2013-06-21,45,False
2013-06-22,39,False
2013-06-23,15,False
2013-06-24,42,False
2013-06-25,48,False
2013-06-26,53,False
2013-06-27,51,False
2013-06-28,45,False
2013-06-29,21,False
2013-06-30,12,False
