date,MSFT stock,isPartial
2013-03-01,61,False
2013-03-02,37,False
2013-03-03,12,False
2013-03-04,41,False
2013-03-05,100,False
2013-03-06,72,False
2013-03-07,74,False
2013-03-08,57,False
2013-03-09,36,False
2013-03-10,12,False
2013-03-11,71,False
2013-03-12,50,False
2013-03-13,47,False
2013-03-14,24,False
2013-03-15,25,False
2013-03-16,18,False
2013-03-17,28,False
2013-03-18,10,False
2013-03-19,37,False
2013-03-20,38,False
2013-03-21,48,False
2013-03-22,67,False
2013-03-23,28,False
2013-03-24,20,False
2013-03-25,34,False
2013-03-26,38,False
2013-03-27,35,False
2013-03-28,69,False
2013-03-29,28,False
2013-03-30,32,False
2013-03-31,19,False
